RJML,SSBL,Name,Season,Bats,MLB,Age,WAR,G,PA,key_MLB,year,AB,H,D,T,HR,K,BB,Kpct,BBpct,AVG,SLG,OBP,OPS,BABIP,RBI,CS,SB,Balls,CStrikes,GDP,HBP,IBB,SH,SF,R,Strikes,XAVG,XSLG,WOBA,XWOBA,XOBP,barrelpct,solidpct,flareburnpct,Pitches,whiffpct,battedballs,RC,RC27,O,ICR,whiff,barrel,solid,flareburn,KminusBB,strICR,key_FG,Def,Off,BsR,wRC+,Last_First,Pos,Name2,CJPL
avail,avail,Cooper Hummel,2024,B,HOU,29,-0.1535,6,8,669450,2024,8,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,1,5,4,1,0,0,0,0,0,18,0.174,0.254,0,0.183,0.174,16.7,0,0,23,35.7,6,-0.065,-0.2,0,16.7,8,1,0,0,25,0.695,19458,0.0154,-1.7707,0.2,-100,"Hummel, Cooper",7,Cooper Hummel#,avail
avail,avail,Trey Cabbage,2024,L,HOU,27,-0.1535,45,91,663550,2024,86,18,8,0,1,34,4,37.4,4.4,0.209,0.337,0.253,0.59,0.333,8,1,1,108,41,1,1,0,0,0,12,218,0.197,0.359,0.258,0.26,0.241,15.4,5.8,11.5,336,40.7,52,7.112,2.7,52,32.7,137,8,3,6,33,0.548,21078,-0.9278,-3.5848,-0.1056,66.7404,"Cabbage, Trey",97,Trey Cabbage*,JFS
NA,NA,Alex Jackson,2024,R,TBR,28,-0.1555,58,155,656577,2024,139,17,7,0,3,53,12,34.2,7.7,0.122,0.237,0.201,0.438,0.167,12,0,1,195,87,2,2,0,1,1,17,417,0.141,0.27,0.2,0.224,0.221,9.1,1.1,12.5,626,39.7,88,7.147,1.5,73,22.7,249,8,1,11,26.500000000000004,0.602,17276,5.4565,-12.1154,0.6075,28.5959,"Jackson, Alex",2,Alex Jackson,NA
avail,avail,Danny Mendick,2024,R,CHW,30,-0.1562,47,141,664901,2024,132,26,7,0,3,35,6,24.8,4.3,0.197,0.318,0.243,0.561,0.245,8,0,6,170,96,3,2,0,1,0,13,354,0.205,0.33,0.247,0.254,0.25,6.1,5.1,22.4,540,28.7,98,10.492,2.6,72,33.6,155,6,5,22,20.5,0.534,18889,-0.1017,-6.0982,0.8975,56.8397,"Mendick, Danny",54,Danny Mendick,avail
NA,NA,Trenton Brooks,2024,L,SFG,28,-0.1586,12,29,670092,2024,25,3,0,0,0,6,4,20.7,13.8,0.12,0.12,0.241,0.361,0.158,1,0,1,44,18,1,0,0,0,0,3,65,0.175,0.273,0.186,0.26,0.289,5.3,0,21.1,110,27.7,19,0.943,1.1,11,26.4,30,1,0,4,6.899999999999999,0.5,19384,0.2288,-2.7389,0.1406,17.0221,"Brooks, Trenton",3,Trenton Brooks*,NA
NA,NA,Brewer Hicklen,2024,R,MIL,28,-0.1602,3,5,676551,2024,5,0,0,0,0,4,0,80,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0,20,0.061,0.068,0,0.055,0.061,0,0,0,29,43.8,1,0,0,1,0,13,0,0,0,80,0.69,20450,-0.6616,-1.0606,0.2,-100,"Hicklen, Brewer",9,Brewer Hicklen,NA
NA,NA,Jamie Westbrook,2024,R,BOS,29,-0.1606,21,48,642197,2024,40,6,2,0,2,14,4,29.2,8.3,0.15,0.35,0.234,0.584,0.154,7,0,0,70,33,0,1,0,0,2,4,125,0.223,0.421,0.252,0.313,0.302,10.7,10.7,25,200,32.6,28,3.824,2.9,28,46.4,65,3,3,7,20.9,0.495,15504,0.1585,-3.3115,-0.8198,54.8431,"Westbrook, Jamie",4,Jamie Westbrook,NA
NA,NA,Luis De Los Santos,2024,R,TOR,26,-0.1609,10,26,665782,2024,24,4,1,0,0,8,2,30.8,7.7,0.167,0.208,0.231,0.439,0.25,1,0,0,36,24,2,0,0,0,0,1,67,0.189,0.232,0.203,0.223,0.251,0,6.3,25,103,23.3,16,0.849,1,7,31.3,24,0,1,4,23.1,0.553,21682,-0.301,-2.1243,0.0319,27.8567,"De Los Santos, Luis",5,Luis De Los Santos,NA
avail,avail,Rafael Ortega,2024,L,CHW,33,-0.1628,14,17,542364,2024,14,1,0,0,0,4,2,23.5,11.8,0.071,0.071,0.176,0.247,0.091,1,0,2,25,14,1,0,0,0,1,4,41,0.198,0.24,0.133,0.271,0.298,0,9.1,27.3,68,29.6,11,0.362,0.7,9,36.4,20,0,1,3,11.7,0.485,10323,-0.1118,-2.0321,0.3762,-23.2372,"Ortega, Rafael",8,Rafael Ortega*,WWL
ALA,avail,Brian Serven,2024,R,TOR,29,-0.1682,28,71,661531,2024,63,10,4,0,0,22,5,31,7,0.159,0.222,0.243,0.465,0.244,3,0,0,80,51,0,2,0,1,0,6,174,0.179,0.274,0.217,0.245,0.261,2.4,9.5,16.7,258,23.6,42,3.912,2,31,28.6,61,1,4,7,24,0.581,19422,1.0121,-5.0034,0.0802,37.7156,"Serven, Brian",2,Brian Serven,avail
avail,avail,Jason Vosler,2024,L,SEA,30,-0.1705,10,30,613564,2024,28,5,1,1,0,9,2,30,6.7,0.179,0.286,0.233,0.519,0.263,3,0,0,40,16,0,0,0,0,0,2,78,0.234,0.41,0.229,0.3,0.285,15.8,10.5,21.1,120,27.4,19,1.988,2.3,15,47.4,33,3,2,4,23.3,0.5,16686,-0.9525,-1.698,-0.0072,50.9717,"Vosler, Jason",3,Jason Vosler*,avail
NA,NA,Mickey Gasper,2024,B,BOS,28,-0.1727,10,16,681508,2024,12,0,0,0,0,5,3,31.3,18.8,0,0,0.25,0.25,0,0,0,0,23,18,0,1,0,0,0,0,37,0.259,0.332,0.174,0.367,0.444,0,0,42.9,62,21.1,7,0.26,0.6,4,42.9,13,0,0,3,12.5,0.5,24759,-0.3427,-1.8644,-0.0317,0.3576,"Gasper, Mickey",4,Mickey Gasper#,NA
CK,WAU,D.J. Stewart,2024,L,NYM,30,-0.1735,74,194,621466,2024,158,28,4,0,5,48,31,24.7,16,0.177,0.297,0.325,0.622,0.217,19,0,1,303,130,5,4,0,0,1,16,443,0.214,0.353,0.29,0.328,0.359,8.1,8.1,23.4,765,30,111,17.083,3.4,108,39.6,230,9,9,26,8.7,0.464,17766,-5.4923,-2.6916,0.0064,88.3775,"Stewart, DJ",97,D.J. Stewart*,TBT
avail,avail,Luke Williams,2024,R,ATL,27,-0.1744,34,52,663897,2024,46,9,3,0,0,13,4,25,7.7,0.196,0.261,0.275,0.536,0.273,4,0,3,55,24,1,1,0,1,0,8,114,0.171,0.265,0.246,0.235,0.252,2.9,5.9,17.6,172,25.6,34,3.845,2.7,32,26.4,44,1,2,6,17.3,0.558,19931,-0.3078,-3.1261,-0.2351,53.5385,"Williams, Luke",4576,Luke Williams,avail
avail,SR,Matt Carpenter,2024,L,STL,38,-0.1773,54,146,572761,2024,127,30,6,0,4,46,14,31.5,9.6,0.236,0.378,0.317,0.695,0.329,15,2,0,224,116,0,2,0,0,2,15,381,0.219,0.374,0.306,0.299,0.305,7.2,7.2,25.3,620,29.4,83,16.143,4.3,88,39.7,182,6,6,21,21.9,0.508,8090,-3.9449,-2.6674,-2.1839,97.2325,"Carpenter, Matt",3,Matt Carpenter*,avail
ROC,SB,Chas McCormick,2024,R,HOU,29,-0.1831,94,267,676801,2024,242,51,6,1,5,72,17,27,6.4,0.211,0.306,0.271,0.577,0.274,27,2,8,318,135,3,4,0,1,3,32,672,0.227,0.369,0.257,0.29,0.288,7.5,4,24.7,1010,30.9,174,21.505,2.9,153,36.2,312,13,7,43,20.6,0.541,19599,0.3534,-11.0016,-0.5252,65.8672,"McCormick, Chas",798,Chas McCormick,JFS
NA,NA,Tyler Locklear,2024,R,SEA,23,-0.1833,16,49,682988,2024,45,7,1,0,2,20,3,40.8,6.1,0.156,0.311,0.224,0.535,0.217,3,0,1,60,32,3,1,0,0,0,3,132,0.153,0.286,0.238,0.228,0.222,8,8,16,196,37,25,2.54,1.7,20,32,73,2,2,4,34.699999999999996,0.592,31396,-1.1506,-2.2555,0.1448,57.3875,"Locklear, Tyler",3,Tyler Locklear,NA
NA,NA,Levi Jordan,2024,R,CIN,28,-0.1869,7,11,682119,2024,10,1,1,0,0,3,0,27.3,0,0.1,0.2,0.091,0.291,0.125,1,0,0,11,8,0,0,0,0,1,1,29,0.137,0.204,0.114,0.133,0.125,0,12.5,12.5,40,42.9,8,0.229,0.6,4,25,17,0,1,1,27.3,0.625,25138,-0.3817,-1.8001,0.0426,-39.9942,"Jordan, Levi",79,Levi Jordan,NA
avail,avail,Forrest Wall,2024,L,- - -,28,-0.1912,16,35,657088,2024,32,8,0,0,0,8,3,22.9,8.6,0.25,0.25,0.314,0.564,0.333,1,3,4,40,21,0,0,0,0,0,4,87,0.192,0.253,0.261,0.235,0.261,0,4.2,16.7,129,36.4,24,2.482,2.5,17,20.9,47,0,1,4,14.299999999999999,0.597,16496,-1.0884,-1.9391,-0.4099,63.4858,"Wall, Forrest",79,Forrest Wall*,avail
DV,WC,Austin Slater,2024,R,- - -,31,-0.1919,81,205,596103,2024,171,35,4,0,2,58,25,28.3,12.2,0.205,0.263,0.317,0.58,0.287,18,2,3,306,154,5,5,0,0,4,22,518,0.23,0.323,0.271,0.302,0.34,3.4,6.8,33.3,855,29.9,117,15.968,2.9,109,43.5,256,4,8,39,16.1,0.487,16153,-1.6853,-7.025,-0.7196,74.2759,"Slater, Austin",978,Austin Slater,WWL
NA,NA,Donovan Walton,2024,L,SFG,30,-0.1933,7,23,622268,2024,20,2,0,0,1,7,2,30.4,8.7,0.1,0.25,0.217,0.467,0.083,2,0,0,24,9,2,0,0,0,0,2,44,0.178,0.284,0.219,0.264,0.285,7.7,7.7,23.1,88,30.2,13,0.502,0.7,8,38.5,27,1,1,3,21.7,0.386,19314,-0.9295,-1.7163,-0.0317,38.7906,"Walton, Donovan",4,Donovan Walton*,NA
avail,avail,Tristan Gray,2024,L,- - -,28,-0.1934,15,31,656484,2024,28,3,1,0,0,16,3,51.6,9.7,0.107,0.143,0.194,0.337,0.25,0,0,0,44,14,0,0,0,0,0,0,78,0.168,0.186,0.164,0.207,0.248,0,0,58.3,123,51.6,12,0.925,1,7,58.3,63,0,0,7,41.900000000000006,0.52,19877,0.684,-3.5926,-0.0564,5.7555,"Gray, Tristan",35,Tristan Gray*,avail
NA,NA,Aaron Schunk,2024,R,COL,26,-0.2055,33,80,668845,2024,76,16,3,0,1,25,4,31.3,5,0.211,0.289,0.25,0.539,0.3,3,0,0,89,36,0,0,1,0,0,10,212,0.207,0.312,0.234,0.241,0.247,3.9,5.9,27.5,306,29,51,5.695,2.6,38,37.3,89,2,3,14,26.3,0.568,25524,1.8751,-6.5492,-0.2026,33.7014,"Schunk, Aaron",546,Aaron Schunk,NA
CK,IR,Nick Castellanos,2024,R,PHI,32,-0.2069,154,637,592206,2024,586,144,28,3,22,136,39,21.4,6.1,0.246,0.416,0.303,0.719,0.284,83,2,6,641,227,13,10,2,0,2,74,1538,0.266,0.437,0.311,0.328,0.322,7.5,6.9,29,2257,30.2,452,72.759,4.3,419,43.4,682,34,31,131,15.299999999999999,0.508,11737,-18.8647,-4.4871,-3.7143,98.9861,"Castellanos, Nick",9,Nick Castellanos,JFS
avail,avail,David Hensley,2024,R,MIA,28,-0.2104,23,58,682073,2024,52,11,1,0,1,17,6,29.3,10.3,0.212,0.288,0.293,0.581,0.294,4,0,1,93,64,0,0,0,0,0,9,148,0.154,0.218,0.265,0.215,0.242,2.9,2.9,8.6,250,32.1,35,5.006,3.3,34,14.4,80,1,1,3,19,0.552,25111,-1.8116,-2.1728,0.2418,65.2091,"Hensley, David",937,David Hensley,avail
DV,avail,Sam Haggerty,2024,B,SEA,30,-0.2109,8,16,664059,2024,15,1,0,0,0,4,1,25,6.3,0.067,0.067,0.125,0.192,0.091,1,0,1,22,9,0,0,0,0,0,1,37,0.167,0.198,0.098,0.193,0.219,0,0,27.3,59,28.6,11,0.222,0.4,5,27.3,17,0,0,3,18.7,0.525,18054,-0.1742,-2.4033,0.1842,-40.675,"Haggerty, Sam",7,Sam Haggerty#,avail
WHI,WC,Spencer Torkelson,2024,R,DET,24,-0.2157,84,357,679529,2024,322,70,20,1,8,97,29,27.2,8.1,0.217,0.36,0.289,0.649,0.284,32,0,0,501,253,5,4,0,0,1,41,923,0.212,0.352,0.287,0.281,0.284,6.2,5.3,21.2,1480,26.8,226,34.438,3.6,209,32.7,397,14,12,48,19.1,0.524,27465,-7.0795,-6.8748,-1.2014,86.1756,"Torkelson, Spencer",3,Spencer Torkelson,MMA
GH,CW,Jasson Dominguez,2024,B,NYY,21,-0.217,10,42,691176,2024,36,7,1,0,1,14,6,33.3,14.3,0.194,0.306,0.31,0.616,0.286,1,0,3,52,21,0,0,0,0,0,5,97,0.176,0.27,0.282,0.262,0.293,4.5,4.5,13.6,174,24.7,22,4.37,4.1,25,22.6,43,1,1,3,18.999999999999996,0.5,28080,-2.316,-1.1849,-0.3138,81.958,"Domínguez, Jasson",78,Jasson Dominguez#,ANG
NA,NA,Brooks Lee,2024,B,MIN,23,-0.2171,43,165,686797,2024,154,33,4,1,3,25,9,15.2,5.5,0.214,0.312,0.255,0.567,0.234,25,0,3,157,96,6,0,1,0,2,9,374,0.246,0.352,0.246,0.279,0.286,4.6,5.3,24.4,545,20.5,131,11.494,2.4,85,34.3,112,6,7,32,9.7,0.521,31595,0.4112,-8.0002,0.1407,57.0802,"Lee, Brooks",654,Brooks Lee#,NA
TB,PP,Manuel Margot,2024,R,MIN,29,-0.2173,123,328,622534,2024,300,72,16,1,4,51,21,15.5,6.4,0.24,0.34,0.294,0.634,0.274,31,0,5,390,207,9,3,0,1,3,36,820,0.267,0.389,0.28,0.314,0.322,5.1,5.5,26.9,1243,20.9,253,29.951,3.4,186,37.5,260,13,14,68,9.1,0.507,14712,-6.7258,-6.28,0.9411,80.8486,"Margot, Manuel",798,Manuel Margot,OBS
HOM,SSF,Andruw Monasterio,2024,R,MIL,27,-0.2195,56,137,655316,2024,120,25,5,0,1,37,16,27,11.7,0.208,0.275,0.307,0.582,0.293,14,2,6,222,119,3,1,0,0,0,14,383,0.217,0.356,0.269,0.299,0.314,9.6,8.4,24.1,620,23.3,83,10.949,3,78,42.1,144,8,7,20,15.3,0.505,19455,-2.8186,-3.9018,0.9583,70.3533,"Monasterio, Andruw",543,Andruw Monasterio,MBL
NA,NA,Dillon Dingler,2024,R,DET,25,-0.224,23,80,693307,2024,77,11,4,2,1,27,3,33.8,3.8,0.143,0.286,0.175,0.461,0.204,8,0,0,75,46,2,0,0,0,0,2,201,0.235,0.381,0.198,0.278,0.264,4,12,28,301,27.8,50,3.417,1.4,32,44,84,2,6,14,29.999999999999996,0.522,27464,2.1138,-6.9449,0.051,23.9278,"Dingler, Dillon",2,Dillon Dingler,NA
NA,NA,Kameron Misner,2024,L,TBR,26,-0.2319,8,15,670224,2024,15,1,0,0,0,10,0,66.7,0,0.067,0.067,0.067,0.134,0.2,0,0,0,13,15,0,0,0,0,0,0,50,0.094,0.106,0.059,0.087,0.094,0,0,20,65,42.9,5,0.067,0.1,1,20,28,0,0,1,66.7,0.738,26374,0.2007,-2.9485,-0.0093,-70.454,"Misner, Kameron",78,Kameron Misner*,NA
avail,avail,Joey Wendle,2024,L,NYM,34,-0.2333,18,37,621563,2024,36,8,1,0,0,9,1,24.3,2.7,0.222,0.25,0.243,0.493,0.296,1,0,1,34,37,0,0,0,0,0,3,99,0.23,0.307,0.219,0.245,0.251,0,7.4,25.9,134,27.4,27,2.379,2.3,15,33.3,37,0,2,7,21.6,0.605,13853,-1.2416,-2.2617,0.3603,40.7772,"Wendle, Joey",456,Joey Wendle*,avail
VAN,PP,Owen Miller,2024,R,MIL,27,-0.234,14,27,680911,2024,27,5,1,0,0,8,0,29.6,0,0.185,0.222,0.185,0.407,0.263,3,0,0,26,20,1,0,0,0,0,2,73,0.193,0.246,0.177,0.19,0.193,0,5.3,26.3,103,32.1,19,0.889,1,10,31.6,33,0,1,5,29.6,0.592,24655,-0.1881,-2.9869,-0.0333,8.5791,"Miller, Owen",3,Owen Miller,avail
NA,NA,Ali Sanchez,2024,R,MIA,27,-0.2359,31,96,645305,2024,84,14,2,0,0,24,4,25,4.2,0.167,0.19,0.211,0.401,0.23,4,1,2,98,67,2,1,0,6,1,5,235,0.178,0.26,0.184,0.216,0.224,4.5,3,20.9,338,22.6,67,3.663,1.2,35,28.4,76,3,2,14,20.8,0.583,18551,4.9359,-10.4415,-0.178,10.6547,"Sánchez, Ali",2,Ali Sanchez,NA
NA,NA,Jackson Holliday,2024,L,BAL,20,-0.2375,55,198,702616,2024,183,31,3,2,5,68,12,34.3,6.1,0.169,0.29,0.227,0.517,0.234,23,0,4,253,136,1,2,0,0,1,26,489,0.189,0.334,0.229,0.254,0.246,8.6,9.5,20.7,783,35,116,13.164,2.3,114,38.8,274,10,11,24,28.199999999999996,0.51,31781,2.0401,-10.9232,1.0677,47.3185,"Holliday, Jackson",4,Jackson Holliday*,NA
DAY,KR,Nick Loftin,2024,R,KCR,25,-0.2394,56,171,679845,2024,148,28,4,0,1,24,19,14,11.1,0.189,0.236,0.282,0.518,0.216,14,0,1,234,109,4,1,0,1,2,15,377,0.228,0.312,0.242,0.284,0.317,3.1,1.6,20.5,626,15.3,127,10.879,2.3,81,25.2,96,4,2,26,2.9000000000000004,0.5,27630,1.7719,-9.7757,0.1212,49.6531,"Loftin, Nick",4537,Nick Loftin,GDJ
avail,avail,Miles Mastrobuoni,2024,L,CHC,28,-0.2395,48,102,670156,2024,94,19,3,0,0,15,7,14.7,6.9,0.202,0.234,0.255,0.489,0.237,4,0,2,128,81,1,0,0,0,1,9,230,0.274,0.381,0.222,0.308,0.322,2.5,6.3,30,364,20.1,80,6.221,2.2,43,38.8,73,2,5,24,7.799999999999999,0.461,20017,0.5618,-6.3036,0.8338,41.522,"Mastrobuoni, Miles",5647,Miles Mastrobuoni*,avail
VAN,SB,Gabriel Arias,2024,R,CLE,24,-0.2402,53,161,672356,2024,153,34,9,1,3,53,6,32.9,3.7,0.222,0.353,0.255,0.608,0.316,15,2,5,158,57,4,1,0,0,1,15,409,0.223,0.375,0.263,0.275,0.258,7.9,6.9,24.8,578,37.8,101,12.813,2.7,87,39.6,218,8,7,25,29.2,0.569,22563,-1.1165,-6.5632,-0.9952,69.9156,"Arias, Gabriel",5648379,Gabriel Arias,MBL
PR,NB,Josh Bell,2024,B,- - -,31,-0.2432,140,596,605137,2024,532,132,23,2,18,118,51,19.8,8.6,0.248,0.4,0.319,0.719,0.286,69,1,0,784,283,22,6,1,0,3,61,1362,0.243,0.405,0.315,0.314,0.315,7.4,6.2,21.6,2217,26.8,417,64.246,4.1,359,35.2,594,31,26,90,11.200000000000001,0.482,13145,-17.657,-4.6732,-4.0781,99.1656,"Bell, Josh",3,Josh Bell#,MMA
NA,NA,Johnathan Rodriguez,2024,R,CLE,24,-0.2491,13,40,671286,2024,31,4,1,0,0,14,9,35,22.5,0.129,0.161,0.325,0.486,0.235,5,0,0,63,23,1,0,0,0,0,6,102,0.132,0.16,0.253,0.254,0.327,0,0,29.4,175,40.5,17,2.202,2.1,24,29.4,71,0,0,5,12.5,0.526,22530,-1.9683,-1.7772,-0.0494,62.4235,"Rodriguez, Johnathan",9,Johnathan Rodriguez,NA
NA,NA,Armando Alvarez,2024,R,OAK,29,-0.2544,16,39,669137,2024,37,9,1,0,0,8,2,20.5,5.1,0.243,0.27,0.282,0.552,0.31,2,0,1,42,32,1,0,0,0,0,7,96,0.267,0.34,0.248,0.285,0.305,0,6.9,27.6,139,18.8,29,2.831,2.6,21,34.5,26,0,2,8,15.4,0.547,19292,-2.1137,-1.6504,0.0454,62.1753,"Alvarez, Armando",5347,Armando Alvarez,NA
CC,NB,Riley Adams,2024,R,WSN,28,-0.2564,41,130,656180,2024,116,26,5,1,2,35,10,26.9,7.7,0.224,0.336,0.292,0.628,0.296,8,0,1,175,82,4,2,1,0,2,10,345,0.222,0.35,0.275,0.284,0.295,7.2,2.4,28.9,531,28.1,83,11.356,3.2,64,38.5,149,6,2,24,19.2,0.529,19864,-2.5566,-4.2867,-0.3925,74.9663,"Adams, Riley",2,Riley Adams,MBL
RAM,MVR,Esteury Ruiz,2024,R,OAK,25,-0.2591,29,65,665923,2024,55,11,2,1,2,20,4,30.8,6.2,0.2,0.382,0.27,0.652,0.257,8,4,5,77,42,1,2,0,2,2,10,165,0.186,0.356,0.281,0.284,0.267,10.3,10.3,23.1,246,30.1,39,5.029,2.6,45,43.7,74,4,4,9,24.6,0.532,21780,-2.4676,-2.2061,-1.0703,84.7993,"Ruiz, Esteury",78,Esteury Ruiz,ILK
NA,NA,Brett Harris,2024,R,OAK,26,-0.2634,36,123,695391,2024,103,15,3,0,3,25,17,20.3,13.8,0.146,0.262,0.276,0.538,0.158,12,3,0,181,94,3,2,0,0,1,15,296,0.188,0.29,0.252,0.278,0.312,5.1,2.5,19,493,23.3,79,7.389,2.1,64,26.6,115,4,2,15,6.5,0.515,29788,-0.2207,-6.4211,-1.4359,64.743,"Harris, Brett",5,Brett Harris,NA
NA,NA,Bryce Teodosio,2024,R,LAA,25,-0.2645,5,12,669326,2024,12,1,0,0,0,5,0,41.7,0,0.083,0.083,0.083,0.166,0.143,0,0,0,10,4,0,0,0,0,0,1,31,0.128,0.15,0.073,0.12,0.128,0,0,28.6,43,51.9,7,0.083,0.2,2,28.6,22,0,0,2,41.7,0.628,29524,-0.6647,-2.2998,-0.0079,-66.1455,"Teodosio, Bryce",8,Bryce Teodosio,NA
NA,NA,Addison Barger,2024,L,TOR,24,-0.265,61,202,680718,2024,189,39,11,0,7,57,10,28.2,5,0.206,0.376,0.249,0.625,0.254,28,0,1,232,151,1,1,0,0,1,20,516,0.235,0.412,0.27,0.296,0.276,9.8,6,24.1,775,27.2,133,18.259,3.2,123,39.9,211,13,8,32,23.2,0.529,24598,-4.0164,-5.2665,0.5883,74.7866,"Barger, Addison",597,Addison Barger*,NA
NA,NA,Austin Martin,2024,R,MIN,25,-0.2655,89,242,668885,2024,218,55,16,1,1,43,20,17.8,8.3,0.252,0.349,0.321,0.67,0.31,16,3,7,307,150,4,2,0,2,0,41,550,0.267,0.356,0.298,0.308,0.334,1.1,5.6,35.6,885,21,177,24.992,3.9,156,42.3,186,2,10,63,9.5,0.452,27462,-9.8798,-0.7368,0.9867,93.8047,"Martin, Austin",874,Austin Martin,NA
NA,NA,Davis Wendzel,2024,R,TEX,27,-0.2694,27,49,673995,2024,47,6,2,0,1,12,1,24.5,2,0.128,0.234,0.163,0.397,0.147,2,0,0,47,32,1,1,0,0,0,2,120,0.201,0.388,0.176,0.268,0.234,8.6,5.7,17.1,170,26.1,35,1.646,1.1,15,31.4,44,3,2,6,22.5,0.577,26469,0.8574,-5.0991,0.1201,7.3425,"Wendzel, Davis",5,Davis Wendzel,NA
PR,VM,James Outman,2024,L,LAD,27,-0.2701,52,154,681546,2024,135,20,4,0,4,54,15,35.1,9.7,0.148,0.267,0.253,0.52,0.208,11,1,2,202,110,0,4,0,0,0,12,408,0.197,0.319,0.24,0.278,0.296,4.9,11.1,22.2,623,36.6,81,10.359,2.4,75,38.2,228,4,9,18,25.400000000000002,0.556,24770,1.0495,-8.8299,-0.1644,52.9756,"Outman, James",8,James Outman*,OBS
ROC,SSF,Akil Baddoo,2024,L,DET,25,-0.2812,31,82,668731,2024,73,10,2,2,2,27,8,32.9,9.8,0.137,0.301,0.22,0.521,0.178,5,0,1,108,53,0,0,0,0,1,7,206,0.196,0.402,0.229,0.296,0.278,12.8,6.4,19.1,318,34,47,5.514,2.3,41,38.3,108,6,3,9,23.099999999999998,0.535,22168,-1.1301,-4.3226,0.7598,46.083,"Baddoo, Akil",798,Akil Baddoo*,ILK
RM,avail,Vidal Brujan,2024,B,MIA,26,-0.2846,99,275,660644,2024,245,55,14,2,2,53,25,19.3,9.1,0.224,0.322,0.307,0.629,0.279,16,5,5,337,138,5,4,3,1,0,32,681,0.219,0.287,0.279,0.264,0.302,1.6,4.1,23.8,1047,23.4,193,23.917,3.2,150,29.5,245,3,8,46,10.200000000000001,0.542,20536,-2.9079,-9.0673,-0.6204,74.3308,"Bruján, Vidal",645897,Vidal Brujan#,LWC
GH,HOB,Curtis Mead,2024,R,TBR,23,-0.2918,38,132,678554,2024,122,29,3,0,1,30,6,22.7,4.5,0.238,0.287,0.282,0.569,0.304,7,0,2,147,62,2,2,0,0,1,10,309,0.242,0.358,0.255,0.282,0.287,4.3,9.7,23.7,471,23.5,93,10.324,2.9,59,37.7,111,4,9,22,18.2,0.507,23986,-2.4577,-4.7592,0.2071,67.2711,"Mead, Curtis",45,Curtis Mead,WAW
NA,NA,Jack Lopez,2024,R,LAA,31,-0.2946,19,48,605346,2024,45,8,1,0,0,19,1,39.6,2.1,0.178,0.2,0.213,0.413,0.308,3,0,0,43,27,1,1,0,1,0,1,125,0.151,0.179,0.188,0.168,0.188,0,0,18.5,185,37,27,1.882,1.3,15,18.5,68,0,0,5,37.5,0.622,13663,0.2251,-4.6779,0.0587,14.1589,"López, Jack",46,Jack Lopez,NA
STE,SR,Charlie Blackmon,2024,L,COL,37,-0.2987,116,470,453568,2024,427,107,23,4,11,82,38,17.4,8.1,0.251,0.4,0.319,0.719,0.287,46,2,6,593,305,4,5,2,0,0,52,1163,0.247,0.366,0.314,0.301,0.316,5.2,4.1,27.5,1807,19.6,345,56.613,4.7,301,36.8,354,18,14,95,9.299999999999999,0.503,7859,-11.2893,-7.3568,-0.5333,87.8672,"Blackmon, Charlie",9,Charlie Blackmon*,WAW
NA,NA,C.J. Alexander,2024,L,KCR,27,-0.2992,4,8,680769,2024,8,1,0,0,0,3,0,37.5,0,0.125,0.125,0.125,0.25,0.2,0,0,0,5,3,0,0,0,0,0,0,22,0.202,0.319,0.11,0.223,0.202,20,0,20,28,52.6,5,0.125,0.5,1,40,15,1,0,1,37.5,0.643,20557,-1.8473,-1.3216,-0.0079,-42.8496,"Alexander Jr., CJ",5,C.J. Alexander*,NA
NA,NA,Graham Pauley,2024,L,SDP,23,-0.306,13,32,688363,2024,32,4,0,0,2,15,0,46.9,0,0.125,0.313,0.125,0.438,0.133,5,0,0,42,25,1,0,0,0,0,4,97,0.178,0.329,0.183,0.215,0.178,5.9,11.8,17.6,140,27.8,17,0.938,0.9,16,35.3,39,1,2,3,46.9,0.607,31363,-1.0302,-3.0103,0.1858,16.5329,"Pauley, Graham",5,Graham Pauley*,NA
avail,avail,Alika Williams,2024,R,PIT,25,-0.3148,37,96,675961,2024,87,18,4,2,0,22,3,22.9,3.1,0.207,0.299,0.242,0.541,0.277,5,0,1,97,61,0,1,0,5,0,13,234,0.232,0.313,0.237,0.254,0.266,4.3,2.9,25.7,336,23.1,70,6.912,2.5,54,32.9,78,3,2,18,19.799999999999997,0.559,27604,0.4572,-6.7278,-0.5757,46.4447,"Williams, Alika",46,Alika Williams,avail
TB,TT,Alex Kirilloff,2024,L,MIN,26,-0.318,57,178,666135,2024,159,32,8,3,5,47,15,26.4,8.4,0.201,0.384,0.27,0.654,0.245,20,0,0,220,106,5,1,0,0,3,20,439,0.218,0.425,0.282,0.311,0.29,11.3,9.6,18.3,677,30.9,115,16.118,3.2,107,39.2,209,13,11,21,18,0.515,20325,-5.5515,-3.4477,0.1287,82.5217,"Kirilloff, Alex",739,Alex Kirilloff*,MMA
